detail_id,detail_url,project_name,project_code,project_type,total_investment,total_investment_raw,bid_content,bid_method,bidder_name,supervision_dept,publish_type,publish_unit,construction_site,construction_scale,expected_publish_date,publish_time,trading_place,publish_date_list
1064219,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064219.jhtml,沁水县农村公路灾毁路段治理工程,2601-140521-89-01-703176,交通,1556.57,1556.57(万元),施工;,公开招标,沁水县交通运输事业发展中心,沁水县交通运输局,自主发布,沁水县交通运输事业发展中心,沁水县郑村镇、龙港镇、郑庄镇,沁水县农村公路灾毁路段治理工程，该工程对湘皇线(沁水县)、东尧线(东坞岭至尧都)、郑庄线(郑庄至北湾)、郑十线(吕村至四十亩)、北李线(北湾至李家山)五条道路灾毁路段按原标准恢复重建，主要建设内容为:路基、路面、涵洞及交安设施等。,2026年07月,2026-06-12 09:35:00,晋城市,2026/06/12
1064218,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064218.jhtml,2026年沁水县道路安全隐患治理工程,2604-140521-89-01-799556,交通,1166.24,1166.24(万元),施工;,公开招标,沁水县交通运输事业发展中心,沁水县交通运输局,自主发布,沁水县交通运输事业发展中心,沁水县县域,2026年沁水县道路安全隐患治理工程，该项目主要建设内容包括: (一)三河口公园武安段道路衔接工程。道路衔接工程总长0.284km，其中主线连通许嘉线与武安—王村旅游公路，路线长0.057km，宽12m，连接线连接主线与三河口公园，路线长0.227km，宽11m；新建涵洞1道等。 (二)树理小镇路口工程。拆除原有绿化带增设活动护栏，设置岔口标志、道口标注、让行标志等，施划人行横道标线、振动减速标线等；端润一级路K15+027上方新建人行天桥1座，桥梁总长70.11m，总宽5m，采用三跨连续钢箱梁结构，跨径布置为29.36m+35m+5.75m。 (三)其他道路安全隐患治理工程。对北固线、唐固县、定中线、东尧线、张舜线、端润线、加阳线、湘武线、樊青线、S331省道、黑东线、郑庄线等12条道路存在安全隐患路段完善标志标线、护栏、增设爆闪灯等。,2026年07月,2026-06-12 09:35:00,晋城市,2026/06/12
1064213,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064213.jhtml,2026年太行一号旅游公路品质提升工程(郑庄线北湾至庄头段水毁恢复应急养护),2601-140521-89-01-217160,交通,1105.43,1105.43(万元),施工;,公开招标,沁水县交通运输事业发展中心,沁水县交通运输局,自主发布,沁水县交通运输事业发展中心,沁水县龙港镇、郑庄镇,2026年太行一号旅游公路品质提升工程(郑庄线北湾至庄头段水毁恢复应急养护)，该工程治理工点6处，治理长度1.48公里，维持原有公路技术标准。主要建设内容为:路基、排水、防护、桥涵及交安设施等。,2026年07月,2026-06-12 09:30:00,晋城市,2026/06/12
1064211,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064211.jhtml,2026年太行一号旅游公路品质提升工程(不良路段改造整治),2604-140521-89-01-340461,交通,1670.50,1670.50(万元),施工;,公开招标,沁水县交通运输事业发展中心,沁水县交通运输局,自主发布,沁水县交通运输事业发展中心,沁水县龙港镇、郑庄镇、柿庄镇,2026年太行一号旅游公路品质提升工程(不良路段改造整治)，建设内容涉及北固线、黑东线、郑庄线部分路段。主要建设内容为:路基、路面、桥涵及交安设施等。,2026年07月,2026-06-12 09:25:00,晋城市,2026/06/12
1064131,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064131.jhtml,吉县城区道路雨污分流管网改造工程,2412-141028-89-01-282244,房屋市政,15758.30,15758.30(万元),设计,公开招标,吉县住房保障和城乡建设事务服务中心,吉县住房和城乡建设管理局,委托发布,山西双迪项目管理有限公司,吉县县城区,本项目建设内容包括:祖师庙社区陈家沟、槐子沟、阳儿原、雨子沟、龙王湾三巷、新华街(阳苑小区~二道河桥)、 滨河路(枣原巷~二道河桥);西关社区李家沟、结子沟、柏浪沟、滨河路(一中桥~西关桥)、新华西街(西关桥~向阳小区);桥南社区包含:柳卜湾、水洞沟；吉州大道(十里河桥~车城乡)等雨污分流建设内容；其他工程包含合流箱涵改造、马家河处箱涵处理、箱涵改管等内容。,2026年07月,2026-06-11 19:15:00,临汾市,2026/06/11
1064128,https://prec.sxzwfw.gov.cn/jyxxzbjh/1064128.jhtml,翼城县全域旅游配套基础设施提升项目 (木石四牌坊环境整治项目)木石四牌坊环境整治改造工程,2101-141022-89-01-383191,房屋市政,5673.09,5673.09(万元),施工;监理,公开招标,翼城县工程建设服务中心,翼城县住房和城乡建设管理局,自主发布,翼城县工程建设服务中心,翼城县,一是街区风貌提升:对木坊街、石坊街、牌坊路沿街169座民居立面更新改造；二是街区环境改造工程:对原党校前广场、木坊街中心休息区等花园广场改造；三是市政改造工程:含木坊街、石坊街、牌坊路2044米道路改造，涵盖电力、通信、排水、 照明及石板路铺装；四是民俗文化展演中心工程:建筑面积1544.36平方米，地上一层，钢结构，建筑高度9.0米，耐火等级二级，设计使用年限50年，配套给排水、电气、暖通、 消防等设施；五是原党校外立面改造工程:对现有的4层砖混结构建筑外立面以及门厅进行改造，改造面积2857平方米。,2026年06月,2026-06-11 19:05:00,临汾市,2026/06/11
1063975,https://prec.sxzwfw.gov.cn/jyxxzbjh/1063975.jhtml,锅炉脱硫系统提标改造项目,2606-140526-89-02-543256,工业,1040.00,1040.00(万元),勘察;设计;施工;监理;主要设备;重要材料,公开招标,山西兰花科技创业股份有限公司新材料分公司,泽州县工业和信息化局,委托发布,山西兰花真诚招标代理有限公司,山西兰花科技创业股份有限公司新材料分公司,本项目为现有锅炉脱硫系统改造工程，不新增生产规模、不新增建设用地，主要对原有脱硫段、除雾段、氧化系统进行系统化优化改造，同步新增水洗段及高效除雾配套模块，完善烟气多级净化治理工艺体系，进一步提升脱硫系统烟气处理 能力与污染物治理精度。改造完成后，可彻底解决原有脱硫系统高负荷运行稳定性差、治理精度不足等问题，保障锅炉脱硫系统满负荷、长周期、稳定安全运行，实现烟气超低洁净排放。,2026年07月,2026-06-11 16:20:00,省本级,2026/06/11
1063959,https://prec.sxzwfw.gov.cn/jyxxzbjh/1063959.jhtml,太原盐业皇后园库新建仓储及配套设施项目,2604-140152-89-01-844901,房屋市政,540.00,540.00(万元),施工,公开招标,山西省盐业集团有限责任公司太原分公司,太原中北高新技术产业开发区管理委员会,委托发布,山西省盐业集团有限责任公司太原分公司,山西省太原市尖草坪区阳曲镇皇后园盐库,项目总建筑面积3100㎡，在现有场地新建1#、2#两栋仓储库房。,2026年07月,2026-06-11 16:05:00,太原市,2026/06/11
1063923,https://prec.sxzwfw.gov.cn/jyxxzbjh/1063923.jhtml,泽州县南村镇农村人居环境整治项目,2606-140525-89-05-293443,房屋市政,13342.85,13342.85(万元),设计;施工;监理;,公开招标,泽州县南村镇人民政府,泽州县住房和城乡建设管理局,委托发布,山西玉辉全过程咨询有限公司,泽州县南村镇南村村等17个行政村,修建沥青路面46853㎡，加铺沥青路面302230㎡，修建混凝土路面90303㎡，改建人行道28123㎡:改造给水管道40994m，改造雨水渠2946m，配套污水主管道5297m，配套污水支管道4400m:安装市电路灯733盏，太阳能路灯1174盏:三线整治10580m，改造体育活动场地33921㎡，改造文化活动场地11332㎡，配套公共充电桩66套，配套健身器材66套等。,2026年07月,2026-06-11 15:30:00,晋城市,2026/06/11
1063915,https://prec.sxzwfw.gov.cn/jyxxzbjh/1063915.jhtml,长治市西南部垃圾焚烧发电项目(长子县),2602-140400-89-01-843198,房屋市政,39294.97,39294.97(万元),设计,公开招标,长治泰欣鸿基环境能源科技有限公司,长子县住房和城乡建设局,自主发布,长治泰欣鸿基环境能源科技有限公司,长子县大堡头镇青仁村888号,该项目总建设规模500td，汽轮发电机组装机容量12MWx1台。 主要建设内容:主厂房(包括垃圾卸料车间、垃圾池、焚烧及锅炉间、汽机房、中控及值班室、烟气净化车间及辅楼等)、烟囱、上料坡道、空冷岛、门卫房及地磅房、油罐及油泵房、污水处理系统、水工设施、生活楼、道路硬化、绿化等厂内工程及原水取水及输送系统等厂外配套工程。,2026年07月,2026-06-11 15:25:00,长治市,2026/06/11
